Income,Recency,Age,TotalSpendings,Children,MonthEnrollment
68655.0,95,27,1538,0,29
41003.0,11,52,601,0,22
26907.0,10,39,22,2,17
84460.0,80,57,523,0,24
25358.0,57,68,32,1,18
50870.0,13,63,63,1,7
22554.0,38,60,41,2,26
36262.0,24,32,426,0,16
38452.0,62,60,72,2,10
18746.0,41,23,64,1,8
48526.0,32,36,135,1,13
56715.0,52,41,1020,0,25
60230.0,78,59,1067,1,20
40344.0,48,41,218,1,15
44392.0,71,41,211,2,16
54959.0,55,54,1232,1,24
78075.0,72,43,988,0,9
38513.0,20,33,324,1,12
44213.0,48,63,152,2,14
79146.0,33,48,564,2,9
62972.0,39,60,587,1,29
77437.0,70,52,1125,0,14
69901.0,95,46,882,1,20
76653.0,91,46,2279,0,17
46904.0,20,48,253,2,26
38808.0,21,43,246,1,29
48918.0,21,52,62,2,9
37633.0,49,58,38,2,28
58582.0,15,33,763,1,16
23148.0,83,30,37,0,11
44267.0,48,45,310,2,23
76532.0,38,40,820,2,16
42081.0,86,33,382,1,23
45503.0,54,40,170,1,16
90842.0,57,67,1424,0,18
18929.0,15,25,85,0,23
70792.0,82,64,1272,0,23
50127.0,88,53,320,1,8
38136.0,69,37,103,1,21
58116.0,38,59,443,1,9
72968.0,8,52,1958,0,13
46390.0,56,60,222,1,8
92344.0,9,67,1899,0,12
43815.0,53,33,79,1,21
40059.0,82,31,414,1,16
44964.0,35,35,41,2,25
60689.0,23,64,639,1,19
80589.0,25,71,1428,0,12
63810.0,45,49,1371,1,26
53154.0,50,56,158,1,7
65308.0,60,42,1211,0,16
28164.0,23,45,78,1,20
34596.0,48,41,23,1,21
81044.0,0,68,1208,0,13
42554.0,93,37,41,2,24
31163.0,54,42,38,1,11
78041.0,93,44,1319,0,25
30828.0,16,35,56,1,15
58646.0,3,53,140,1,19
67419.0,29,45,1471,1,24
43018.0,46,41,133,1,14
39898.0,20,61,134,1,23
59892.0,26,45,87,1,14
53253.0,61,40,436,2,23
31163.0,54,42,38,1,11
53977.0,21,57,907,1,19
79529.0,1,29,1638,0,9
57530.0,68,64,92,1,15
39922.0,30,32,156,1,23
44322.0,30,30,92,1,7
81574.0,89,68,1798,0,9
60432.0,61,42,401,1,10
52973.0,92,59,1152,1,26
42731.0,64,46,244,1,15
59821.0,11,60,734,1,21
56551.0,48,65,138,2,8
33996.0,46,26,71,0,16
37929.0,49,30,265,0,18
80141.0,20,29,2091,0,24
24336.0,82,34,31,1,29
73705.0,86,64,1695,2,10
77520.0,30,56,1526,1,17
46910.0,36,51,68,2,10
47808.0,30,40,224,1,15
42473.0,72,39,144,2,11
62535.0,13,60,398,1,15
59385.0,85,64,185,2,21
50387.0,91,59,525,2,17
62568.0,99,53,953,1,9
86836.0,7,40,557,0,28
64260.0,1,54,1574,0,24
70886.0,65,44,960,1,15
34738.0,51,31,20,1,8
26067.0,49,41,56,1,14
53233.0,18,58,40,1,10
84117.0,60,59,1566,0,8
73803.0,61,58,1528,1,29
8820.0,52,63,35,2,22
55593.0,63,42,546,1,17
28427.0,67,32,52,1,22
82032.0,54,67,1234,0,9
36930.0,50,61,297,1,20
46423.0,6,43,92,2,16
34053.0,14,47,103,1,28
20180.0,27,39,137,0,23
28647.0,54,37,94,1,17
47703.0,95,62,655,1,20
72228.0,87,63,1250,0,26
65526.0,22,51,506,1,9
66294.0,68,50,967,0,10
36715.0,16,44,357,1,26
43776.0,77,32,23,1,8
39190.0,91,41,133,1,9
22634.0,47,49,96,0,24
46931.0,94,38,78,3,9
68142.0,96,51,1459,1,29
66726.0,61,58,438,2,12
46891.0,91,50,183,1,16
51412.0,42,57,195,1,13
65748.0,58,60,545,1,21
64722.0,47,44,805,1,8
40521.0,82,47,21,2,21
74190.0,49,40,641,1,8
45579.0,10,67,183,1,17
37368.0,4,40,30,1,13
46149.0,36,40,362,1,14
52531.0,68,44,794,0,25
39660.0,36,33,299,1,29
69627.0,35,53,861,1,22
47025.0,52,39,415,1,14
48904.0,1,55,371,1,25
53761.0,7,43,325,2,15
60544.0,92,54,289,2,29
80134.0,40,43,1690,1,20
34853.0,75,42,34,2,13
31086.0,79,36,48,2,20
64014.0,56,69,444,3,7
49667.0,35,60,1396,0,29
46098.0,86,40,120,2,29
71969.0,59,44,1086,1,27
63943.0,50,59,1106,1,28
76081.0,85,53,1033,0,8
75283.0,26,58,1019,3,22
42014.0,56,38,436,1,29
36108.0,68,31,339,1,15
27116.0,78,54,41,2,10
22448.0,86,33,55,1,11
36634.0,0,61,335,1,20
23536.0,53,32,10,1,7
49413.0,88,63,304,1,15
42231.0,99,46,37,2,10
17688.0,82,36,11,1,24
75342.0,38,57,563,1,20
13533.0,45,36,48,1,22
36802.0,23,35,20,1,7
64590.0,98,47,1338,0,27
34026.0,11,65,76,2,17
37758.0,49,49,40,2,27
72282.0,70,64,1331,0,18
32583.0,10,54,9,2,7
44635.0,25,44,68,2,15
62972.0,39,60,587,1,29
22280.0,85,40,13,1,20
23830.0,3,28,43,0,11
31158.0,62,30,72,1,24
49160.0,29,66,236,1,15
60491.0,81,44,1028,1,16
42557.0,98,41,270,1,29
32892.0,78,44,46,1,8
85844.0,62,42,1958,0,8
70566.0,4,47,757,1,15
86358.0,78,49,1722,2,29
79410.0,19,54,1370,0,8
48985.0,13,47,75,1,18
81657.0,69,46,1097,0,12
74214.0,3,25,1711,0,29
90638.0,29,24,2525,0,11
26954.0,17,44,17,1,8
70091.0,11,46,1161,1,22
58113.0,66,56,758,1,24
61559.0,8,50,530,1,18
59062.0,74,48,71,3,15
15759.0,12,59,17,0,16
34043.0,97,37,49,1,15
48752.0,8,46,316,2,25
71853.0,29,33,1149,0,20
47352.0,70,64,319,1,21
36957.0,43,62,152,2,28
34412.0,62,25,209,1,23
51315.0,45,67,222,0,11
70844.0,16,48,294,2,15
68695.0,3,46,1091,0,7
43300.0,87,44,180,1,27
28072.0,10,29,47,1,18
41145.0,20,65,13,2,11
68487.0,48,27,1366,0,24
28087.0,77,57,112,2,25
46098.0,86,40,120,2,29
24645.0,16,27,17,1,26
63972.0,93,51,1269,1,25
61482.0,39,50,299,0,7
74268.0,83,60,892,0,23
33955.0,92,40,270,1,17
57136.0,18,48,1179,0,20
81217.0,77,26,1157,0,18
61787.0,71,28,1319,0,18
41437.0,5,58,32,2,28
80360.0,56,66,2231,0,22
39763.0,9,44,167,1,17
77981.0,78,43,664,1,20
51012.0,86,69,209,0,21
48186.0,39,41,219,1,10
57333.0,55,61,1662,1,28
67546.0,90,27,2126,0,29
62820.0,51,61,976,0,20
34242.0,25,56,15,1,10
55686.0,27,49,982,1,23
70179.0,10,39,1034,1,18
51651.0,32,55,433,1,26
76068.0,67,40,1376,1,26
53204.0,40,39,45,2,10
72217.0,93,53,1573,0,21
84906.0,98,43,1631,0,15
41275.0,33,55,61,3,10
63516.0,30,42,300,2,18
42769.0,15,53,88,1,15
90000.0,91,31,1479,0,13
65210.0,25,60,731,1,10
44325.0,69,43,542,1,22
32144.0,76,61,54,2,10
23477.0,39,29,147,1,15
32644.0,38,42,413,1,24
39146.0,1,29,165,1,23
71322.0,57,50,1305,1,23
29672.0,6,50,25,2,22
55801.0,35,40,527,2,16
69805.0,50,63,1038,1,12
50116.0,68,58,66,2,7
65333.0,58,42,798,1,12
15253.0,13,23,29,1,15
81380.0,51,48,1893,0,25
82347.0,38,58,1853,0,26
75777.0,12,33,1438,0,18
38196.0,20,44,44,2,9
64504.0,81,62,1314,3,22
33564.0,51,49,71,1,7
37126.0,9,44,72,1,10
28764.0,16,49,12,2,7
27100.0,64,32,37,1,21
70596.0,68,30,968,0,27
67605.0,84,28,938,0,22
22304.0,91,59,18,0,29
24163.0,3,45,17,2,15
83829.0,78,40,1862,0,15
30023.0,28,43,61,1,10
76773.0,79,61,1156,0,23
31605.0,15,36,125,1,26
54450.0,0,59,684,2,28
54450.0,0,59,684,2,28
48070.0,33,65,504,1,24
62307.0,94,63,160,1,11
50965.0,87,59,685,1,23
40211.0,30,34,87,2,18
35860.0,37,42,49,2,8
83151.0,80,43,2346,0,23
22804.0,75,44,26,1,18
42997.0,91,38,15,2,13
60033.0,28,61,198,1,10
57811.0,49,49,802,1,19
27238.0,39,53,57,2,21
47009.0,89,50,448,1,15
85696.0,88,53,1313,0,20
56242.0,72,46,971,1,22
75507.0,56,36,1440,0,8
22634.0,47,49,96,0,24
21645.0,75,36,65,1,28
34704.0,65,49,40,1,21
64857.0,78,59,1540,0,26
49854.0,63,43,380,1,14
75794.0,33,28,1682,0,13
44512.0,57,55,32,2,17
50664.0,64,56,561,2,24
35924.0,56,46,34,2,10
72635.0,54,60,981,0,19
69016.0,61,45,1533,1,26
86580.0,72,32,746,0,23
58656.0,25,59,1220,1,28
54222.0,98,42,264,1,10
80398.0,92,49,1597,0,26
20194.0,64,36,47,1,25
84953.0,73,62,1024,0,19
65735.0,37,50,395,2,13
4023.0,29,52,9,2,7
25008.0,72,27,34,1,11
83257.0,56,20,1365,0,28
88420.0,87,26,2069,0,8
59292.0,71,65,507,1,19
67384.0,32,45,1490,1,26
80573.0,85,44,1564,0,27
70617.0,45,45,1280,0,19
64474.0,59,43,823,1,15
39062.0,28,32,44,1,10
79205.0,73,40,895,0,29
24206.0,66,45,25,1,22
83273.0,98,45,1392,3,28
23478.0,51,50,129,0,22
70300.0,89,40,1596,1,18
45688.0,20,47,306,1,12
92556.0,32,55,1263,0,9
77870.0,93,48,1815,1,29
67472.0,93,68,414,1,16
29543.0,47,47,63,2,9
34529.0,94,39,162,1,28
70053.0,38,50,1012,1,18
91712.0,47,68,2217,0,15
46423.0,6,43,92,2,16
48195.0,53,59,265,2,12
23272.0,29,62,46,0,15
67225.0,4,60,868,1,14
55914.0,32,40,1260,1,21
60905.0,27,65,392,1,13
38680.0,97,31,79,1,22
49767.0,92,24,692,0,20
37150.0,80,44,467,1,28
59462.0,29,65,1088,1,24
54591.0,63,66,519,1,17
42000.0,23,28,653,0,24
72967.0,1,45,497,1,25
62637.0,76,61,185,1,10
78499.0,12,58,1334,0,14
67716.0,8,55,1016,1,24
16185.0,71,25,106,1,17
38054.0,24,65,45,2,8
57642.0,24,45,679,1,12
27733.0,16,34,57,1,17
72309.0,64,39,1931,0,22
40590.0,30,46,258,2,15
47320.0,10,58,414,1,17
48432.0,3,42,424,1,27
27469.0,2,68,17,0,29
14918.0,52,52,43,1,25
5305.0,12,39,32,1,18
40101.0,73,30,415,1,27
64014.0,56,69,444,3,7
64849.0,42,58,1336,0,26
21059.0,40,33,44,1,12
63211.0,3,33,1173,0,26
72335.0,2,39,2092,0,29
76842.0,37,65,1130,0,8
40794.0,18,40,434,1,21
31385.0,56,31,27,1,25
21994.0,4,58,22,1,25
30261.0,75,43,22,3,28
48699.0,90,65,40,2,20
67911.0,63,66,976,1,8
14796.0,1,31,51,1,28
78128.0,89,41,1264,1,11
53230.0,86,59,732,1,29
82333.0,60,29,1822,0,22
49572.0,25,57,54,2,13
30560.0,6,39,31,1,19
26487.0,23,37,69,1,20
37085.0,65,40,61,2,7
57731.0,0,46,704,1,26
88325.0,42,34,1623,0,11
63777.0,87,36,653,2,22
34421.0,81,41,30,1,18
67046.0,92,64,993,1,24
71866.0,85,59,715,1,13
79823.0,6,56,1518,1,10
25818.0,51,44,28,1,27
43586.0,26,35,132,1,29
17148.0,80,39,68,1,12
41967.0,66,34,54,2,14
40851.0,63,44,59,2,23
48432.0,3,42,424,1,27
26816.0,50,29,22,0,29
